"ANO";"Regiao";"SIGLA";"UF";"Dependencia_Administrativa";"Localizacao";"Situacao_Funcionamento";"Fundamental_Nº_Matriculas";"Fundamental_Nº_Turmas";"Fundamental_Nº_Docentes";"Fundamental_Nº_Aprovados";"Fundamental_Nº_Reprovados";"Fundamental_Nº_Abandonos";"Medio_Nº_Matriculas";"Medio_Nº_Turmas";"Medio_Nº_Docentes";"Medio_Nº_Aprovados";"Medio_Nº_Reprovados";"Medio_Nº_Abandonos";"Nº_Escolas"
2021;"Nordeste";"MA";"Maranhão";"Municipal";"Urbana";"Em Atividade";572124;22091;32444;543204;11411;17067;621;20;49;581;0;40;1817
2021;"Nordeste";"MA";"Maranhão";"Privada";"Rural";"Em Atividade";5816;358;432;5659;67;79;1657;79;312;1286;42;329;84
2021;"Nordeste";"MA";"Maranhão";"Privada";"Urbana";"Em Atividade";114721;6350;8320;113014;1317;372;14001;569;2116;13698;245;57;715
2021;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Rural";"Em Atividade";23649;1448;2670;23113;346;190;18237;957;2552;15060;2423;752;210
2021;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Urbana";"Em Atividade";177932;6682;12597;173949;2776;1179;118850;3863;9390;95650;15133;7560;508
2021;"Centro Oeste";"MT";"Mato Grosso";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;2047;66;208;1162;376;4;5
2021;"Centro Oeste";"MT";"Mato Grosso";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;6148;208;659;5065;1057;26;14
2021;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Rural";"Em Atividade";40675;2720;2822;40094;279;304;0;0;0;0;0;0;497
2021;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Urbana";"Em Atividade";189088;7710;8383;187498;1086;297;0;0;0;0;0;0;481
2021;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Rural";"Em Atividade";68;8;17;68;0;0;38;5;18;38;0;0;3
2021;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Urbana";"Em Atividade";54186;3029;4119;50701;371;40;12608;493;1687;12027;122;26;292
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Rural";"Em Atividade";7000;338;710;6454;464;80;6567;281;835;5267;1133;166;57
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Urbana";"Em Atividade";94380;2951;7533;88014;6040;320;88178;2789;8245;73816;13208;1151;287
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1014;29;93;691;303;20;2
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Urbana";"Em Atividade";477;23;41;467;10;0;4141;135;458;3744;291;106;9
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Rural";"Em Atividade";34387;1871;2845;30855;3326;205;112;5;21;110;2;0;172
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Urbana";"Em Atividade";208060;7693;12988;195519;11690;846;0;0;0;0;0;0;380
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Rural";"Em Atividade";487;16;27;458;29;0;410;13;32;350;36;23;3
2021;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Urbana";"Em Atividade";44321;2558;3622;43803;504;14;9340;371;1481;9224;111;5;243
2021;"Sudeste";"MG";"Minas Gerais";"Estadual";"Rural";"Em Atividade";32838;2301;4410;32514;179;146;13223;681;2493;12736;194;291;306
2021;"Sudeste";"MG";"Minas Gerais";"Estadual";"Urbana";"Em Atividade";949103;36970;63794;920294;16561;12185;574423;20361;50726;523620;27622;23121;3094
2021;"Sudeste";"MG";"Minas Gerais";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;5936;205;731;4274;611;92;12
2021;"Sudeste";"MG";"Minas Gerais";"Federal";"Urbana";"Em Atividade";2642;103;259;2525;116;2;19919;652;2651;16972;1551;1197;57
2021;"Sudeste";"MG";"Minas Gerais";"Municipal";"Rural";"Em Atividade";121418;9987;13540;119785;1043;547;166;10;33;157;7;2;2452
2021;"Sudeste";"MG";"Minas Gerais";"Municipal";"Urbana";"Em Atividade";991776;43693;56734;973656;10741;7358;5068;169;378;4791;163;114;2805
2021;"Sudeste";"MG";"Minas Gerais";"Privada";"Rural";"Em Atividade";732;66;114;711;20;1;1554;71;187;1439;52;63;29
2021;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Em Atividade";297614;15313;26394;289226;1817;119;72350;2749;11864;70749;870;49;1688
2021;"Sul";"PR";"Paraná";"Estadual";"Rural";"Em Atividade";31012;1956;4813;30509;381;122;17038;925;3695;16564;311;163;405
2021;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Em Atividade";471914;18352;37854;461894;7410;2544;296807;11721;34165;284641;8219;3900;1620
2021;"Sul";"PR";"Paraná";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;343;11;35;305;38;0;2
2021;"Sul";"PR";"Paraná";"Federal";"Urbana";"Em Atividade";472;17;57;469;3;0;8134;292;970;7333;745;56;27
2021;"Sul";"PR";"Paraná";"Municipal";"Rural";"Em Atividade";44135;2861;3875;42804;1316;15;0;0;0;0;0;0;748
2021;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Em Atividade";603858;26814;37924;586855;16307;367;0;0;0;0;0;0;2272
2021;"Sul";"PR";"Paraná";"Privada";"Rural";"Em Atividade";467;26;62;462;5;0;484;18;67;466;17;1;5
2021;"Sul";"PR";"Paraná";"Privada";"Urbana";"Em Atividade";183867;9672;14878;181161;2096;316;55846;1665;6832;55131;554;100;903
2021;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Em Atividade";7394;391;724;7114;153;126;6041;229;640;5870;26;145;71
2021;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Em Atividade";64550;2447;4924;63354;108;1088;115562;3815;8200;110931;242;4391;561
2021;"Nordeste";"PB";"Paraíba";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;136;6;40;115;13;7;1
2021;"Nordeste";"PB";"Paraíba";"Federal";"Urbana";"Em Atividade";137;9;11;137;0;0;7601;211;880;6735;783;80;19
2021;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Em Atividade";78248;5068;5818;75991;1108;1144;41;3;10;37;0;4;1628
2021;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Em Atividade";285154;11232;14733;273478;5300;6367;262;11;28;187;22;53;953
2021;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Em Atividade";453;32;35;426;16;11;0;0;0;0;0;0;5
2021;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Em Atividade";104797;6342;8297;90033;699;500;18199;688;2726;15816;121;87;818
2021;"Norte";"PA";"Pará";"Estadual";"Rural";"Em Atividade";14536;708;1164;12977;844;710;44747;1604;2369;33749;3720;7283;159
2021;"Norte";"PA";"Pará";"Estadual";"Urbana";"Em Atividade";153902;5131;8028;134216;12532;7131;311377;8872;14163;219084;39036;53247;714
2021;"Norte";"PA";"Pará";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;227;10;38;121;20;86;1
2021;"Norte";"PA";"Pará";"Federal";"Urbana";"Em Atividade";1753;72;151;1751;2;0;7165;258;1004;6321;557;285;19
2021;"Norte";"PA";"Pará";"Municipal";"Rural";"Em Atividade";458032;25430;29431;422005;19700;16316;0;0;0;0;0;0;6427
2021;"Norte";"PA";"Pará";"Municipal";"Urbana";"Em Atividade";638637;23641;25959;601584;18342;18704;75;3;18;73;0;2;1468
2021;"Norte";"PA";"Pará";"Privada";"Rural";"Em Atividade";781;45;77;754;21;6;500;27;77;373;6;25;11
2021;"Norte";"PA";"Pará";"Privada";"Urbana";"Em Atividade";122298;6627;9688;117784;940;424;27512;851;3832;26971;224;70;759
2021;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Em Atividade";18692;1037;1524;16134;2154;402;20452;738;1389;18137;1558;757;223
2021;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Em Atividade";120950;3566;5195;115916;3949;862;278935;7924;13278;262833;12274;3827;800
2021;"Nordeste";"PE";"Pernambuco";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;2061;92;308;1622;387;52;6
2021;"Nordeste";"PE";"Pernambuco";"Federal";"Urbana";"Em Atividade";702;24;86;690;12;0;5984;249;836;5093;687;203;13
2021;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Em Atividade";205683;10533;11424;199684;4634;1296;243;7;20;228;13;2;2627
2021;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Em Atividade";619756;23217;25672;602539;13319;3891;0;0;0;0;0;0;1593
2021;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Em Atividade";3519;205;232;3290;208;21;252;9;37;248;4;0;29
2021;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Em Atividade";280130;15996;18881;275682;3259;1144;33714;1207;4638;33154;406;137;1813
2021;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Em Atividade";231;17;37;220;3;8;7265;289;741;6690;2;572;63
2021;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Em Atividade";31871;1289;3260;31060;42;768;104147;3584;8822;98734;187;5225;527
2021;"Nordeste";"PI";"Piauí";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;679;16;96;525;151;3;2
2021;"Nordeste";"PI";"Piauí";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;6728;188;835;5694;970;64;18
2021;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Em Atividade";115287;7433;9745;112275;1661;1349;92;3;15;76;0;16;1602
2021;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Em Atividade";252998;10007;14167;245948;2958;4087;217;6;15;164;14;39;894
2021;"Nordeste";"PI";"Piauí";"Privada";"Rural";"Em Atividade";101;4;17;100;1;0;68;3;16;67;1;0;1
2021;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Em Atividade";59304;3307;5657;57241;720;135;13333;483;2522;12817;203;78;391
2021;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Em Atividade";4836;249;370;4082;424;330;3572;117;219;2412;219;943;56
2021;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Urbana";"Em Atividade";80151;3073;4823;67679;6471;5996;101894;2971;5143;70503;12924;18462;511
2021;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1289;37;174;1165;120;4;3
2021;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Urbana";"Em Atividade";224;10;20;224;0;0;11451;314;1100;10442;830;177;19
2021;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Em Atividade";69865;3819;4301;63095;4708;2019;0;0;0;0;0;0;967
2021;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Em Atividade";197776;7831;9532;175324;14582;7870;0;0;0;0;0;0;592
2021;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Em Atividade";898;91;85;840;17;5;34;3;9;33;0;1;19
2021;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Em Atividade";93929;5359;6766;91791;1262;323;15907;541;2173;15614;256;37;556
2021;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Em Atividade";32602;2451;4060;31860;20;714;10143;519;1280;8881;292;969;541
2021;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Em Atividade";383065;18850;28640;371109;242;11697;273155;11544;22403;240361;2254;30539;1773
2021;"Sul";"RS";"Rio Grande do Sul";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;3688;111;466;2835;313;131;9
2021;"Sul";"RS";"Rio Grande do Sul";"Federal";"Urbana";"Em Atividade";1196;49;139;436;1;0;13292;520;1729;10498;1687;261;38
2021;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Em Atividade";87200;7103;9832;83582;2790;630;397;37;99;355;12;30;1199
2021;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Em Atividade";581332;27217;36849;558029;18134;5147;2855;112;265;2432;173;251;1806
2021;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Em Atividade";286;34;40;163;6;0;440;19;47;405;17;18;10
2021;"Sul";"RS";"Rio Grande do Sul";"Privada";"Urbana";"Em Atividade";165848;7319;11440;157956;1778;59;42233;1555;5273;39818;829;78;482
2021;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Em Atividade";7435;311;850;7042;207;85;16196;677;1888;15120;605;446;102
2021;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Em Atividade";147230;4955;13782;140812;4246;1457;424973;14063;36196;392821;22576;9570;1073
2021;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;696;24;86;519;164;13;3
2021;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Urbana";"Em Atividade";8668;358;875;7556;196;19;18929;728;2496;15012;1315;197;48
2021;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Em Atividade";94485;4876;6450;89883;3073;1298;0;0;0;0;0;0;808
2021;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Em Atividade";1131507;41287;54454;1088867;27936;14440;3431;124;370;3041;231;159;2778
2021;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Rural";"Em Atividade";5380;335;498;4961;109;6;843;37;136;818;25;0;45
2021;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Urbana";"Em Atividade";547628;30525;48492;484583;8496;1258;116139;4540;18314;108216;1955;291;3469
2021;"Norte";"RO";"Rondônia";"Estadual";"Rural";"Em Atividade";6607;548;566;5635;136;516;2054;139;692;1732;85;238;117
2021;"Norte";"RO";"Rondônia";"Estadual";"Urbana";"Em Atividade";101128;3603;4212;97208;2299;1625;58464;2089;3915;51763;3627;3073;256
2021;"Norte";"RO";"Rondônia";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1255;40;120;979;246;30;2
2021;"Norte";"RO";"Rondônia";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;3236;94;335;2797;431;8;6
2021;"Norte";"RO";"Rondônia";"Municipal";"Rural";"Em Atividade";28302;1795;1908;27591;417;243;0;0;0;0;0;0;264
2021;"Norte";"RO";"Rondônia";"Municipal";"Urbana";"Em Atividade";85755;3762;3637;83999;1617;137;0;0;0;0;0;0;240
2021;"Norte";"RO";"Rondônia";"Privada";"Rural";"Em Atividade";1666;59;77;1655;11;0;755;27;77;684;11;59;10
2021;"Norte";"RO";"Rondônia";"Privada";"Urbana";"Em Atividade";21145;1070;1397;20813;286;6;3353;125;507;3194;154;5;91
2021;"Norte";"RR";"Roraima";"Estadual";"Rural";"Em Atividade";16870;1169;1772;16086;342;441;4951;362;974;4511;161;280;264
2021;"Norte";"RR";"Roraima";"Estadual";"Urbana";"Em Atividade";28994;1057;1421;26929;1495;566;18982;670;1121;16071;1919;994;82
2021;"Norte";"RR";"Roraima";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;676;24;66;536;135;5;2
2021;"Norte";"RR";"Roraima";"Federal";"Urbana";"Em Atividade";325;13;36;323;2;0;943;35;133;871;59;13;4
2021;"Norte";"RR";"Roraima";"Municipal";"Rural";"Em Atividade";9775;646;695;9692;27;54;0;0;0;0;0;0;187
2021;"Norte";"RR";"Roraima";"Municipal";"Urbana";"Em Atividade";40042;1639;1892;38995;599;447;0;0;0;0;0;0;76
2021;"Norte";"RR";"Roraima";"Privada";"Rural";"Em Atividade";0;0;0;0;0;0;17;4;11;17;0;0;1
2021;"Norte";"RR";"Roraima";"Privada";"Urbana";"Em Atividade";7112;358;438;7076;32;4;1139;38;115;1120;19;0;34
2021;"Sul";"SC";"Santa Catarina";"Estadual";"Rural";"Em Atividade";19173;1285;6123;17962;1073;136;5773;304;2786;4964;441;361;175
2021;"Sul";"SC";"Santa Catarina";"Estadual";"Urbana";"Em Atividade";274112;11139;53049;252944;19524;1663;214103;8200;49611;165784;29747;18575;850
2021;"Sul";"SC";"Santa Catarina";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1021;35;138;847;165;10;3
2021;"Sul";"SC";"Santa Catarina";"Federal";"Urbana";"Em Atividade";698;27;69;658;38;2;11579;372;1393;10075;1206;297;29
2021;"Sul";"SC";"Santa Catarina";"Municipal";"Rural";"Em Atividade";48451;3243;5011;47332;1003;119;128;18;29;121;5;2;572
2021;"Sul";"SC";"Santa Catarina";"Municipal";"Urbana";"Em Atividade";438784;18674;25530;425053;11429;2005;238;7;18;237;1;0;1167
2021;"Sul";"SC";"Santa Catarina";"Privada";"Rural";"Em Atividade";534;24;30;531;3;0;523;10;34;513;11;0;3
2021;"Sul";"SC";"Santa Catarina";"Privada";"Urbana";"Em Atividade";118479;5761;8624;117360;958;159;33172;1095;3932;32524;508;140;518
2021;"Nordeste";"SE";"Sergipe";"Estadual";"Rural";"Em Atividade";2344;129;243;2299;1;44;3675;119;295;3465;40;169;32
2021;"Nordeste";"SE";"Sergipe";"Estadual";"Urbana";"Em Atividade";65128;2487;3977;64129;266;732;65001;1818;3578;61324;1282;2396;282
2021;"Nordeste";"SE";"Sergipe";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;919;27;122;782;135;2;3
2021;"Nordeste";"SE";"Sergipe";"Federal";"Urbana";"Em Atividade";237;8;31;212;25;0;1322;43;215;1130;184;8;4
2021;"Nordeste";"SE";"Sergipe";"Municipal";"Rural";"Em Atividade";69732;3586;4457;67553;844;1333;0;0;0;0;0;0;734
2021;"Nordeste";"SE";"Sergipe";"Municipal";"Urbana";"Em Atividade";112643;4374;5491;109257;1397;1985;0;0;0;0;0;0;319
2021;"Nordeste";"SE";"Sergipe";"Privada";"Rural";"Em Atividade";1066;78;94;1056;10;0;0;0;0;0;0;0;12
2021;"Nordeste";"SE";"Sergipe";"Privada";"Urbana";"Em Atividade";69297;3770;5019;68563;509;227;12251;452;1758;12110;115;25;381
2021;"Sudeste";"SP";"São Paulo";"Estadual";"Rural";"Em Atividade";26286;1277;2774;25989;95;172;20665;872;2982;19906;368;361;260
2021;"Sudeste";"SP";"São Paulo";"Estadual";"Urbana";"Em Atividade";1955370;64141;120313;1917272;12589;25513;1331184;39351;100715;1250587;27671;52910;5164
2021;"Sudeste";"SP";"São Paulo";"Federal";"Urbana";"Em Atividade";206;10;16;199;7;0;10819;303;1564;10103;696;19;37
2021;"Sudeste";"SP";"São Paulo";"Municipal";"Rural";"Em Atividade";60295;3186;5108;59771;466;57;383;13;42;373;6;4;641
2021;"Sudeste";"SP";"São Paulo";"Municipal";"Urbana";"Em Atividade";2257437;87533;118866;2229138;20612;7697;23446;767;1530;22823;522;104;5140
2021;"Sudeste";"SP";"São Paulo";"Privada";"Rural";"Em Atividade";6835;297;478;6736;99;0;1733;63;230;1708;25;0;29
2021;"Sudeste";"SP";"São Paulo";"Privada";"Urbana";"Em Atividade";1059272;54305;83058;1052310;6442;160;255924;10016;36756;253439;2247;56;4565
2021;"Norte";"TO";"Tocantins";"Estadual";"Rural";"Em Atividade";8695;612;844;8067;456;174;4686;328;634;4275;239;173;140
2021;"Norte";"TO";"Tocantins";"Estadual";"Urbana";"Em Atividade";68570;2641;3708;66582;1052;933;56755;2077;3492;53603;1197;1954;322
2021;"Norte";"TO";"Tocantins";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;825;24;89;643;181;1;2
2021;"Norte";"TO";"Tocantins";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;2257;72;355;1781;398;78;7
2021;"Norte";"TO";"Tocantins";"Municipal";"Rural";"Em Atividade";20027;1526;1688;19378;519;120;0;0;0;0;0;0;349
2021;"Norte";"TO";"Tocantins";"Municipal";"Urbana";"Em Atividade";110220;4600;5019;108802;1223;196;0;0;0;0;0;0;349
2021;"Norte";"TO";"Tocantins";"Privada";"Rural";"Em Atividade";612;24;40;608;4;0;259;8;24;249;9;1;3
2021;"Norte";"TO";"Tocantins";"Privada";"Urbana";"Em Atividade";19203;1064;1383;19049;136;18;3697;138;530;3646;46;5;116
2022;"Norte";"AC";"Acre";"Estadual";"Rural";"Em Atividade";24844;1642;1773;21731;1145;1969;10014;745;913;7756;283;1976;430
2022;"Norte";"AC";"Acre";"Estadual";"Urbana";"Em Atividade";62711;2244;2713;59397;2553;759;27789;852;1237;23613;2668;1507;174
2022;"Norte";"AC";"Acre";"Federal";"Urbana";"Em Atividade";303;12;30;281;22;0;1623;50;207;1469;108;46;6
2022;"Norte";"AC";"Acre";"Municipal";"Rural";"Em Atividade";24172;1581;1694;21542;1601;1026;0;0;0;0;0;0;626
2022;"Norte";"AC";"Acre";"Municipal";"Urbana";"Em Atividade";30477;1281;1273;28746;1476;253;0;0;0;0;0;0;100
2022;"Norte";"AC";"Acre";"Privada";"Urbana";"Em Atividade";7138;346;470;7116;20;2;2210;72;183;1993;119;98;31
2022;"Nordeste";"AL";"Alagoas";"Estadual";"Rural";"Em Atividade";2164;136;233;1960;166;37;6695;208;513;5758;484;450;35
2022;"Nordeste";"AL";"Alagoas";"Estadual";"Urbana";"Em Atividade";42177;1347;2712;37495;3594;1093;96436;2526;5650;81938;7087;7402;269
2022;"Nordeste";"AL";"Alagoas";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;8910;279;840;5574;705;454;16
2022;"Nordeste";"AL";"Alagoas";"Municipal";"Rural";"Em Atividade";100105;4854;6012;95327;3705;1058;0;0;0;0;0;0;969
2022;"Nordeste";"AL";"Alagoas";"Municipal";"Urbana";"Em Atividade";229341;8325;10423;211971;12764;4601;0;0;0;0;0;0;562
2022;"Nordeste";"AL";"Alagoas";"Privada";"Rural";"Em Atividade";751;58;60;726;15;7;30;3;9;29;0;1;16
2022;"Nordeste";"AL";"Alagoas";"Privada";"Urbana";"Em Atividade";78754;4426;5869;72322;877;201;15431;564;2130;14483;387;74;467
2022;"Norte";"AP";"Amapá";"Estadual";"Rural";"Em Atividade";18207;1317;1540;15224;2207;545;4679;237;505;3539;439;559;237
2022;"Norte";"AP";"Amapá";"Estadual";"Urbana";"Em Atividade";51989;1844;2686;45201;5741;1050;23778;782;1635;18947;3230;1599;131
2022;"Norte";"AP";"Amapá";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;1823;63;235;1697;90;35;4
2022;"Norte";"AP";"Amapá";"Municipal";"Rural";"Em Atividade";9993;754;819;8638;1226;133;0;0;0;0;0;0;196
2022;"Norte";"AP";"Amapá";"Municipal";"Urbana";"Em Atividade";40347;1753;1887;36515;3281;548;0;0;0;0;0;0;102
2022;"Norte";"AP";"Amapá";"Privada";"Rural";"Em Atividade";133;20;35;96;1;7;197;18;40;158;0;17;6
2022;"Norte";"AP";"Amapá";"Privada";"Urbana";"Em Atividade";11787;664;873;11738;40;9;2396;86;367;2385;10;1;64
2022;"Norte";"AM";"Amazonas";"Estadual";"Rural";"Em Atividade";12910;884;1574;11805;703;399;35429;2340;5556;30360;1640;3426;169
2022;"Norte";"AM";"Amazonas";"Estadual";"Urbana";"Em Atividade";193271;6311;9152;183477;7228;2569;149784;4512;7810;125889;11945;11949;512
2022;"Norte";"AM";"Amazonas";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;647;21;67;584;62;1;3
2022;"Norte";"AM";"Amazonas";"Federal";"Urbana";"Em Atividade";793;27;55;766;27;0;5376;172;634;4943;397;35;14
2022;"Norte";"AM";"Amazonas";"Municipal";"Rural";"Em Atividade";160786;11431;12563;143866;9422;7482;0;0;0;0;0;0;3400
2022;"Norte";"AM";"Amazonas";"Municipal";"Urbana";"Em Atividade";277616;10378;12113;259207;12776;5629;0;0;0;0;0;0;569
2022;"Norte";"AM";"Amazonas";"Privada";"Rural";"Em Atividade";187;9;12;186;1;0;126;3;9;123;3;0;1
2022;"Norte";"AM";"Amazonas";"Privada";"Urbana";"Em Atividade";50607;2763;3029;50036;426;123;8534;324;907;8275;237;22;257
2022;"Nordeste";"BA";"Bahia";"Estadual";"Rural";"Em Atividade";4822;464;505;3645;760;418;34901;1369;2116;25836;3919;5144;159
2022;"Nordeste";"BA";"Bahia";"Estadual";"Urbana";"Em Atividade";95916;3085;5425;72337;18534;5043;461667;14944;23252;323158;78419;59539;890
2022;"Nordeste";"BA";"Bahia";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1685;48;168;1589;63;33;4
2022;"Nordeste";"BA";"Bahia";"Federal";"Urbana";"Em Atividade";372;15;42;365;7;0;11984;442;1457;8304;828;335;28
2022;"Nordeste";"BA";"Bahia";"Municipal";"Rural";"Em Atividade";468036;27732;32977;405480;47147;15319;2096;96;236;1731;70;295;6593
2022;"Nordeste";"BA";"Bahia";"Municipal";"Urbana";"Em Atividade";1018375;41379;50381;887795;97318;33122;949;35;98;748;44;157;3393
2022;"Nordeste";"BA";"Bahia";"Privada";"Rural";"Em Atividade";5598;342;503;4280;155;39;3228;130;401;2687;95;146;78
2022;"Nordeste";"BA";"Bahia";"Privada";"Urbana";"Em Atividade";316905;18538;24236;290128;3875;662;53102;1963;6996;49418;1416;367;2273
2022;"Nordeste";"CE";"Ceará";"Estadual";"Rural";"Em Atividade";3094;276;416;3022;34;38;20212;634;1409;19642;88;482;104
2022;"Nordeste";"CE";"Ceará";"Estadual";"Urbana";"Em Atividade";9381;365;885;9197;27;157;301552;8274;17004;291741;691;9119;610
2022;"Nordeste";"CE";"Ceará";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;458;20;56;380;71;7;2
2022;"Nordeste";"CE";"Ceará";"Federal";"Urbana";"Em Atividade";461;16;38;440;20;1;5715;199;832;4561;995;157;21
2022;"Nordeste";"CE";"Ceará";"Municipal";"Rural";"Em Atividade";229890;12733;16952;228306;935;647;0;0;0;0;0;0;2029
2022;"Nordeste";"CE";"Ceará";"Municipal";"Urbana";"Em Atividade";693436;26598;34612;686213;4119;3096;0;0;0;0;0;0;1852
2022;"Nordeste";"CE";"Ceará";"Privada";"Rural";"Em Atividade";468;54;65;466;2;0;73;5;30;73;0;0;11
2022;"Nordeste";"CE";"Ceará";"Privada";"Urbana";"Em Atividade";216315;12289;14812;212578;1463;313;31349;1146;4419;29985;527;837;1303
2022;"Centro Oeste";"DF";"Distrito Federal";"Estadual";"Rural";"Em Atividade";16882;823;1023;15675;1117;88;2282;104;200;2012;212;57;76
2022;"Centro Oeste";"DF";"Distrito Federal";"Estadual";"Urbana";"Em Atividade";252495;10665;11582;234988;15584;1889;81915;2517;3480;69960;8125;3828;494
2022;"Centro Oeste";"DF";"Distrito Federal";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;540;18;68;420;76;44;2
2022;"Centro Oeste";"DF";"Distrito Federal";"Federal";"Urbana";"Em Atividade";1401;46;75;1374;27;0;3215;115;409;2883;246;86;9
2022;"Centro Oeste";"DF";"Distrito Federal";"Privada";"Rural";"Em Atividade";475;17;25;475;0;0;391;8;27;388;3;0;2
2022;"Centro Oeste";"DF";"Distrito Federal";"Privada";"Urbana";"Em Atividade";93765;4535;6595;90928;813;11;26062;827;2733;24779;674;127;348
2022;"Sudeste";"ES";"Espírito Santo";"Estadual";"Rural";"Em Atividade";5934;329;680;5684;240;10;2654;99;343;2519;95;39;79
2022;"Sudeste";"ES";"Espírito Santo";"Estadual";"Urbana";"Em Atividade";82821;3008;6075;78436;3826;560;100653;3178;7767;91973;6701;1978;323
2022;"Sudeste";"ES";"Espírito Santo";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1969;63;209;1834;112;22;5
