"ANO";"Regiao";"SIGLA";"UF";"Dependencia_Administrativa";"Localizacao";"Situacao_Funcionamento";"Fundamental_Nº_Matriculas";"Fundamental_Nº_Turmas";"Fundamental_Nº_Docentes";"Fundamental_Nº_Aprovados";"Fundamental_Nº_Reprovados";"Fundamental_Nº_Abandonos";"Medio_Nº_Matriculas";"Medio_Nº_Turmas";"Medio_Nº_Docentes";"Medio_Nº_Aprovados";"Medio_Nº_Reprovados";"Medio_Nº_Abandonos";"Nº_Escolas"
1997;"Nordeste";"MA";"Maranhão";"Privada";"Rural";"Paralisada";0;0;0;9;17;10;0;0;0;0;0;0;4
1997;"Nordeste";"MA";"Maranhão";"Privada";"Urbana";"Em Atividade";128836;5017;6851;105582;11016;6824;29142;911;2241;24765;1680;2702;742
1997;"Nordeste";"MA";"Maranhão";"Privada";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;89
1997;"Nordeste";"MA";"Maranhão";"Privada";"Urbana";"Paralisada";0;0;0;91;30;29;0;0;0;0;0;0;14
1997;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Rural";"Em Atividade";10108;427;419;6263;817;1066;667;31;80;353;42;91;46
1997;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Rural";"Paralisada";0;0;0;5;4;11;0;0;0;0;0;0;1
1997;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Urbana";"Em Atividade";301634;9305;10842;191879;40273;42971;63051;1714;3330;37008;4101;12441;493
1997;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Urbana";"Extinta";0;0;0;2010;366;365;0;0;0;0;0;0;23
1997;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Urbana";"Paralisada";0;0;0;0;0;0;0;0;0;50;14;5;3
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Rural";"Em Atividade";72488;1903;4178;43164;10552;8061;634;31;128;368;22;58;2394
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Rural";"Extinta";0;0;0;163;29;18;0;0;0;0;0;0;24
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Rural";"Paralisada";0;0;0;3368;588;699;0;0;0;15;2;7;418
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Urbana";"Em Atividade";109364;3890;4257;63513;13685;7906;229;12;41;92;2;20;366
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Urbana";"Extinta";0;0;0;178;106;37;0;0;0;0;0;0;3
1997;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Urbana";"Paralisada";0;0;0;231;36;31;0;0;0;0;0;0;14
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Rural";"Em Atividade";972;46;63;657;201;137;98;5;17;49;1;25;6
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Rural";"Paralisada";0;0;0;171;9;8;0;0;0;0;0;0;2
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Urbana";"Em Atividade";51072;2333;3253;47933;3311;1462;12318;404;1347;9494;801;502;265
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Urbana";"Extinta";0;0;0;567;5;2;0;0;0;0;0;0;6
1997;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Urbana";"Paralisada";0;0;0;1417;120;122;0;0;0;28;0;2;56
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Rural";"Em Atividade";2227;126;135;1718;298;241;121;6;16;100;0;18;12
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Urbana";"Em Atividade";222369;7160;8266;150197;41979;30593;60317;1796;3440;36985;5508;13806;344
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Rural";"Em Atividade";832;22;22;343;140;103;0;0;0;0;0;0;7
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Urbana";"Em Atividade";457;15;23;248;9;0;262;9;23;105;20;0;1
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Rural";"Em Atividade";30024;879;1652;16870;5880;3446;128;5;22;75;5;1;189
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Rural";"Extinta";0;0;0;80;16;5;0;0;0;0;0;0;1
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Rural";"Paralisada";0;0;0;1321;527;227;0;0;0;0;0;0;117
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Urbana";"Em Atividade";138384;4636;5241;85846;26907;10844;3265;90;200;2334;391;483;314
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Urbana";"Extinta";0;0;0;53;20;4;0;0;0;0;0;0;1
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Urbana";"Paralisada";0;0;0;415;48;24;0;0;0;0;0;0;4
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Rural";"Em Atividade";1182;43;45;1013;127;33;236;6;15;215;5;4;5
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Urbana";"Em Atividade";45279;2333;3192;42937;2708;716;14723;491;1392;12805;1204;515;270
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Urbana";"Paralisada";0;0;0;72;21;6;0;0;0;0;0;0;5
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Rural";"Em Atividade";172603;3571;8582;142406;10160;17822;1390;45;96;1000;56;123;1551
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Rural";"Paralisada";0;0;0;23;1;3;0;0;0;0;0;0;3
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Urbana";"Em Atividade";2383829;57697;95259;1899096;209229;228817;466787;12010;21263;305629;31132;60095;3815
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;3
1997;"Sudeste";"MG";"Minas Gerais";"Estadual";"Urbana";"Paralisada";0;0;0;406;60;124;0;0;0;0;0;0;3
1997;"Sudeste";"MG";"Minas Gerais";"Federal";"Urbana";"Em Atividade";2705;92;220;2394;215;15;960;28;99;843;57;10;6
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Rural";"Em Atividade";336640;8312;21782;220327;66924;38456;382;23;78;269;14;85;9162
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Rural";"Extinta";0;0;0;37;20;10;0;0;0;0;0;0;90
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Rural";"Paralisada";0;0;0;1944;644;468;0;0;0;0;0;0;888
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Urbana";"Em Atividade";575767;19434;28162;411663;75619;37317;61418;1706;3418;42540;5623;8129;1189
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Urbana";"Extinta";0;0;0;374;124;27;0;0;0;0;0;0;24
1997;"Sudeste";"MG";"Minas Gerais";"Municipal";"Urbana";"Paralisada";0;0;0;147;17;20;0;0;0;0;0;0;161
1997;"Sudeste";"MG";"Minas Gerais";"Privada";"Rural";"Em Atividade";928;45;81;728;118;61;180;7;18;117;1;10;17
1997;"Sudeste";"MG";"Minas Gerais";"Privada";"Rural";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Em Atividade";199935;7710;13449;183535;10543;1984;98823;3008;8645;79416;6955;5462;839
1997;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;11
1997;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Paralisada";0;0;0;158;16;23;0;0;0;0;0;0;35
1997;"Sul";"PR";"Paraná";"Estadual";"Rural";"Em Atividade";40323;1625;2883;27243;3793;3816;928;33;89;620;14;157;345
1997;"Sul";"PR";"Paraná";"Estadual";"Rural";"Extinta";0;0;0;14;0;0;0;0;0;0;0;0;5
1997;"Sul";"PR";"Paraná";"Estadual";"Rural";"Paralisada";0;0;0;141;8;11;0;0;0;0;0;0;6
1997;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Em Atividade";830117;24627;34675;584027;128095;84545;350914;9481;17419;223354;33094;58440;1641
1997;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Extinta";0;0;0;244;53;6;0;0;0;0;0;0;2
1997;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Sul";"PR";"Paraná";"Federal";"Rural";"Em Atividade";1037;43;53;570;260;172;0;0;0;0;0;0;15
1997;"Sul";"PR";"Paraná";"Federal";"Urbana";"Em Atividade";400;13;35;274;10;0;232;8;20;123;16;0;1
1997;"Sul";"PR";"Paraná";"Municipal";"Rural";"Em Atividade";148620;3210;8541;111978;23273;9139;69;3;10;45;5;4;4771
1997;"Sul";"PR";"Paraná";"Municipal";"Rural";"Extinta";0;0;0;2371;382;180;0;0;0;46;1;6;228
1997;"Sul";"PR";"Paraná";"Municipal";"Rural";"Paralisada";0;0;0;4443;917;423;0;0;0;24;6;0;574
1997;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Em Atividade";632377;21820;26865;472398;90144;28143;0;0;0;0;0;12;1980
1997;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Extinta";0;0;0;617;51;8;0;0;0;0;0;0;12
1997;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Paralisada";0;0;0;292;75;45;0;0;0;0;0;0;13
1997;"Sul";"PR";"Paraná";"Privada";"Rural";"Em Atividade";998;47;86;796;124;19;612;22;78;400;37;9;10
1997;"Sul";"PR";"Paraná";"Privada";"Urbana";"Em Atividade";138813;5581;9088;130239;6274;1207;47254;1114;3673;37736;2623;1719;559
1997;"Sul";"PR";"Paraná";"Privada";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Sul";"PR";"Paraná";"Privada";"Urbana";"Paralisada";0;0;0;542;13;11;0;0;0;4435;89;105;20
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Em Atividade";29801;743;1251;16704;3842;4504;95;6;28;71;0;49;511
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Extinta";0;0;0;4;0;7;0;0;0;0;0;0;4
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Paralisada";0;0;0;170;37;55;0;0;0;0;0;0;15
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Em Atividade";297242;8298;10995;166717;46158;51748;55604;1453;3357;31340;4813;12182;653
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Extinta";0;0;0;458;134;196;0;0;0;88;13;27;24
1997;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;2
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Em Atividade";176545;4414;8909;73922;28323;31693;0;0;0;0;0;0;5111
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Extinta";0;0;0;380;94;188;0;0;0;0;0;0;92
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Paralisada";0;0;0;1237;390;729;0;0;0;0;0;0;250
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Em Atividade";187726;6157;7141;82547;29520;35579;2882;89;290;1671;87;686;816
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Extinta";0;0;0;535;147;305;0;0;0;0;0;0;21
1997;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Paralisada";0;0;0;303;57;111;0;0;0;0;0;0;9
1997;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Em Atividade";1089;47;47;673;98;42;0;0;0;0;0;0;13
1997;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Extinta";0;0;0;2;0;1;0;0;0;0;0;0;1
1997;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Em Atividade";98676;4182;6013;93154;7545;3735;21705;594;2046;18572;1228;1033;680
1997;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Extinta";0;0;0;269;7;2;0;0;0;36;2;2;26
1997;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Paralisada";0;0;0;174;18;26;0;0;0;0;0;0;17
1997;"Norte";"PA";"Pará";"Estadual";"Rural";"Em Atividade";164992;4201;4891;85468;37039;25248;3278;110;198;1980;180;548;2001
1997;"Norte";"PA";"Pará";"Estadual";"Rural";"Extinta";0;0;0;120;121;120;0;0;0;0;0;0;83
1997;"Norte";"PA";"Pará";"Estadual";"Rural";"Paralisada";0;0;0;147;45;19;0;0;0;0;0;0;35
1997;"Norte";"PA";"Pará";"Estadual";"Urbana";"Em Atividade";651700;18591;17882;356968;142385;87648;139346;3203;4932;68481;16455;24658;1061
1997;"Norte";"PA";"Pará";"Estadual";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;57
1997;"Norte";"PA";"Pará";"Estadual";"Urbana";"Paralisada";0;0;0;172;120;17;0;0;0;0;0;0;11
1997;"Norte";"PA";"Pará";"Federal";"Urbana";"Em Atividade";4579;137;251;4132;468;189;3034;70;84;1939;544;375;2
1997;"Norte";"PA";"Pará";"Municipal";"Rural";"Em Atividade";323932;4635;11880;134547;59263;45250;123;8;10;53;5;16;8875
1997;"Norte";"PA";"Pará";"Municipal";"Rural";"Extinta";0;0;0;63;48;121;0;0;0;0;0;0;534
1997;"Norte";"PA";"Pará";"Municipal";"Rural";"Paralisada";0;0;0;717;306;416;0;0;0;0;0;0;206
1997;"Norte";"PA";"Pará";"Municipal";"Urbana";"Em Atividade";253401;7710;7743;133212;46457;31200;1585;44;93;1039;186;502;896
1997;"Norte";"PA";"Pará";"Municipal";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;43
1997;"Norte";"PA";"Pará";"Municipal";"Urbana";"Paralisada";0;0;0;211;87;121;0;0;0;0;0;0;10
1997;"Norte";"PA";"Pará";"Privada";"Rural";"Em Atividade";4302;66;121;1174;226;44;177;6;17;120;34;2;43
1997;"Norte";"PA";"Pará";"Privada";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;5
1997;"Norte";"PA";"Pará";"Privada";"Urbana";"Em Atividade";72950;2679;3534;68792;5280;1729;21936;520;1480;17458;2023;1428;366
1997;"Norte";"PA";"Pará";"Privada";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;63
1997;"Norte";"PA";"Pará";"Privada";"Urbana";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;4
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Em Atividade";24996;779;859;15843;3244;4110;756;27;51;527;18;210;175
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Extinta";0;0;0;38;7;12;0;0;0;0;0;0;2
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Paralisada";0;0;0;27;9;2;0;0;0;0;0;0;1
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Em Atividade";698565;18594;21280;437385;104565;132370;163463;3599;6444;97535;9419;39352;977
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Extinta";0;0;0;372;126;73;0;0;0;0;0;0;6
1997;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Paralisada";0;0;0;119;8;13;0;0;0;0;0;0;1
1997;"Nordeste";"PE";"Pernambuco";"Federal";"Rural";"Em Atividade";259;6;10;152;66;37;0;0;0;0;0;0;9
1997;"Nordeste";"PE";"Pernambuco";"Federal";"Urbana";"Em Atividade";1034;31;67;819;135;51;754;24;53;271;35;0;3
1997;"Nordeste";"PE";"Pernambuco";"Federal";"Urbana";"Paralisada";0;0;0;52;0;0;0;0;0;0;0;0;1
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Em Atividade";381825;6700;14048;183379;98764;66797;2949;123;338;2005;150;640;7112
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Extinta";0;0;0;1299;421;256;0;0;0;0;0;0;60
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Paralisada";0;0;0;1536;1014;801;0;0;0;0;0;0;188
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Em Atividade";406076;11479;12954;226778;81562;65200;40567;1025;2136;26410;3247;8372;1121
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Extinta";0;0;0;560;263;270;0;0;0;0;0;0;14
1997;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Paralisada";0;0;0;674;180;168;0;0;0;6;0;1;9
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Em Atividade";12187;249;388;7497;2958;1220;416;19;48;332;37;28;163
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Extinta";0;0;0;133;17;0;0;0;0;0;0;0;5
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Paralisada";0;0;0;17;21;19;0;0;0;0;0;0;6
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Em Atividade";229886;9600;12478;205309;20469;6893;53599;1383;3846;43265;3498;3432;1579
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Extinta";0;0;0;1192;158;34;0;0;0;177;9;11;28
1997;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Paralisada";0;0;0;346;71;40;0;0;0;0;0;0;13
1997;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Em Atividade";17938;582;738;8480;3977;2524;0;0;0;0;0;0;221
1997;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;7
1997;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Paralisada";0;0;0;39;25;13;0;0;0;0;0;0;8
1997;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Em Atividade";222779;7012;10274;122934;49616;40809;28400;686;1343;15474;2897;8563;705
1997;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Extinta";0;0;0;288;87;67;0;0;0;0;0;0;23
1997;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Paralisada";0;0;0;69;17;64;0;0;0;0;0;0;5
1997;"Nordeste";"PI";"Piauí";"Federal";"Urbana";"Em Atividade";326;13;22;231;125;7;93;3;7;48;36;4;2
1997;"Nordeste";"PI";"Piauí";"Federal";"Urbana";"Paralisada";0;0;0;8;4;6;0;0;0;0;0;0;1
1997;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Em Atividade";248167;6105;10669;81448;57540;27732;0;0;0;0;0;0;6320
1997;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Extinta";0;0;0;576;462;176;0;0;0;0;0;0;392
1997;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Paralisada";0;0;0;1556;1488;832;0;0;0;0;0;0;525
1997;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Em Atividade";113319;3743;4506;52938;21190;14223;1068;32;93;524;124;176;482
1997;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Extinta";0;0;0;9;16;5;0;0;0;0;0;0;13
1997;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Paralisada";0;0;0;60;36;34;0;0;0;0;0;0;12
1997;"Nordeste";"PI";"Piauí";"Privada";"Rural";"Em Atividade";2909;129;147;2014;385;237;0;0;0;0;0;0;25
1997;"Nordeste";"PI";"Piauí";"Privada";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Em Atividade";74152;3491;5365;64503;6033;2471;18563;584;1777;12327;1305;939;508
1997;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Extinta";0;0;0;41;0;16;0;0;0;0;0;0;13
1997;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Paralisada";0;0;0;530;72;92;0;0;0;180;20;18;19
1997;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Em Atividade";28516;966;1279;17471;5299;4156;144;6;19;93;0;27;497
1997;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Extinta";0;0;0;213;68;71;0;0;0;0;0;0;22
1997;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Paralisada";0;0;0;124;21;37;0;0;0;0;0;0;17
1997;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Urbana";"Em Atividade";254733;8279;9315;168851;35341;35189;61164;1685;2654;39406;2506;13148;549
1997;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Urbana";"Extinta";0;0;0;100;8;24;0;0;0;0;0;0;10
1997;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Rural";"Em Atividade";266;8;17;193;31;5;196;8;25;129;50;10;1
1997;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Urbana";"Em Atividade";59;3;3;36;5;0;0;0;0;0;0;0;1
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Em Atividade";112295;3600;5315;49032;26216;18556;107;5;20;28;10;10;2420
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Extinta";0;0;0;233;179;171;0;0;0;0;0;0;71
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Paralisada";0;0;0;717;373;323;0;0;0;0;0;0;131
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Em Atividade";148587;4998;5804;78636;26201;22618;6942;203;440;3865;274;926;472
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;9
1997;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Paralisada";0;0;0;10;17;9;0;0;0;0;0;0;7
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Em Atividade";489;23;23;381;68;34;0;0;0;0;0;0;6
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Extinta";0;0;0;0;0;0;0;0;0;0;0;0;1
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Paralisada";0;0;0;7;3;0;0;0;0;0;0;0;1
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Em Atividade";68558;2701;3682;61315;6511;2728;15339;393;1158;11924;1205;732;301
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Extinta";0;0;0;328;3;20;0;0;0;0;0;0;16
1997;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Paralisada";0;0;0;0;0;0;0;0;0;0;0;0;36
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Em Atividade";82784;4054;6476;64652;10901;4015;655;27;81;363;62;68;1164
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Extinta";0;0;0;26;1;0;0;0;0;0;0;0;4
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Paralisada";0;0;0;331;52;15;0;0;0;0;0;0;40
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Em Atividade";851581;31169;44122;626187;151272;67527;245919;7450;14283;136756;41561;37742;1853
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Extinta";0;0;0;0;0;0;0;0;0;396;53;29;3
1997;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Paralisada";0;0;0;331;27;14;0;0;0;476;136;124;4
1997;"Sul";"RS";"Rio Grande do Sul";"Federal";"Urbana";"Em Atividade";899;27;102;780;46;12;5526;183;418;4206;921;426;3
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Em Atividade";165918;6314;14459;128885;23842;7035;309;13;30;233;27;25;5723
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Extinta";0;0;0;235;31;8;0;0;0;0;0;0;48
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Paralisada";0;0;0;3313;543;186;0;0;0;0;0;0;505
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Em Atividade";478127;18620;24814;345585;78784;23783;3989;116;310;2383;835;429;1469
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Extinta";0;0;0;5;0;0;0;0;0;0;0;0;1
1997;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Paralisada";0;0;0;31;8;1;0;0;0;0;0;0;6
1997;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Em Atividade";1371;65;128;1233;165;26;55;4;18;26;2;2;30
1997;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Extinta";0;0;0;10;3;1;0;0;0;0;0;0;1
1997;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Paralisada";0;0;0;82;10;2;0;0;0;0;0;0;2
1997;"Sul";"RS";"Rio Grande do Sul";"Privada";"Urbana";"Em Atividade";167569;6322;11293;160079;10517;1656;69952;2113;6473;57766;6108;2079;526
1997;"Sul";"RS";"Rio Grande do Sul";"Privada";"Urbana";"Paralisada";0;0;0;228;24;13;0;0;0;0;0;0;4
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Em Atividade";41133;1270;2096;30038;5345;4339;6100;156;256;2884;707;797;465
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Extinta";0;0;0;65;0;0;0;0;0;0;0;0;3
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Paralisada";0;0;0;207;15;27;0;0;0;0;0;0;57
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Em Atividade";565978;16655;24164;407074;89117;58238;261974;6400;13072;166163;25982;37816;1281
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Extinta";0;0;0;7;0;2;0;0;0;488;36;194;31
1997;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Paralisada";0;0;0;571;84;131;0;0;0;733;124;99;25
1997;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Urbana";"Em Atividade";10134;316;844;8734;1088;80;6614;190;789;5158;771;164;15
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Em Atividade";86200;2718;4855;56022;15586;6981;601;26;94;568;26;60;1489
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Extinta";0;0;0;22;9;18;0;0;0;0;0;0;11
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Paralisada";0;0;0;571;258;110;0;0;0;0;0;0;118
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Em Atividade";1035690;30459;44772;782359;138036;68150;25648;637;1638;19142;2219;2827;2141
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Extinta";0;0;0;2386;618;109;0;0;0;48;2;9;39
1997;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Paralisada";0;0;0;1422;356;120;0;0;0;0;0;0;13
